Date,Open,High,Low,Close,Adj Close,Volume
2015-04-17,65.099998,65.500000,64.349998,64.519997,61.674244,11212900
2015-04-20,65.000000,65.209999,64.580002,64.720001,61.865410,5948900
2015-04-21,65.029999,65.830002,64.989998,65.349998,62.467651,9619700
2015-04-22,65.820000,69.980003,65.790001,68.010002,65.010292,20912400
2015-04-23,68.199997,68.220001,67.519997,67.720001,64.733086,7193400
2015-04-24,68.129997,68.180000,67.309998,67.480003,64.503693,6219900
2015-04-27,68.389999,68.610001,66.930000,67.099998,64.140450,7122400
2015-04-28,67.309998,67.500000,66.410004,66.769997,63.825005,6297500
2015-04-29,66.860001,68.459999,66.779999,67.339996,64.369850,9812400
2015-04-30,67.180000,67.500000,65.419998,66.050003,63.136738,11780600
2015-05-01,65.220001,66.660004,65.150002,65.769997,62.869102,10142800
2015-05-04,66.050003,66.139999,65.470001,65.580002,62.687481,7426400
2015-05-05,65.769997,66.389999,65.599998,65.959999,63.050713,8099800
2015-05-06,66.150002,66.650002,65.230003,65.669998,62.773518,7084600
2015-05-07,65.580002,66.779999,65.540001,66.580002,63.643383,6660300
2015-05-08,67.139999,70.160004,67.010002,69.470001,66.405914,18359000
2015-05-11,69.300003,69.699997,68.790001,69.019997,65.975761,10998500
2015-05-12,68.550003,69.000000,67.970001,68.690002,65.660324,7438200
2015-05-13,68.750000,68.879997,68.190002,68.650002,65.736908,5129800
2015-05-14,68.959999,70.029999,68.849998,70.000000,67.029633,6491100
2015-05-15,70.099998,70.690002,69.309998,69.570000,66.617889,7121000
2015-05-18,69.739998,70.239998,69.129997,70.000000,67.029633,5553800
2015-05-19,70.139999,70.559998,70.000000,70.160004,67.182854,4351000
2015-05-20,70.250000,70.320000,69.480003,69.779999,66.818977,4870100
2015-05-21,69.550003,69.870003,69.279999,69.370003,66.426369,6483800
2015-05-22,69.300003,69.849998,69.300003,69.620003,66.665749,4511700
2015-05-26,69.309998,69.500000,68.309998,68.540001,65.631577,6228100
2015-05-27,68.849998,69.739998,68.500000,69.489998,66.541267,7064800
2015-05-28,69.480003,69.779999,68.800003,69.559998,66.608299,3893900
2015-05-29,69.330002,69.599998,68.519997,68.680000,65.765648,6678100
2015-06-01,69.129997,69.449997,68.430000,69.110001,66.177391,6309400
2015-06-02,68.730003,69.459999,68.010002,69.040001,66.110367,4457400
2015-06-03,69.260002,69.500000,68.889999,68.949997,66.024170,4906400
2015-06-04,68.629997,69.150002,68.029999,68.209999,65.315590,6460000
2015-06-05,68.290001,68.699997,68.000000,68.370003,65.468796,4413100
2015-06-08,68.190002,68.290001,67.620003,67.680000,64.808060,4864300
2015-06-09,67.669998,68.089996,67.529999,67.949997,65.066597,4439700
2015-06-10,68.220001,69.669998,68.110001,69.629997,66.675316,6807800
2015-06-11,69.699997,70.019997,69.419998,69.639999,66.684898,5238700
2015-06-12,69.430000,69.739998,69.019997,69.330002,66.388069,4900700
2015-06-15,68.720001,68.989998,68.169998,68.570000,65.660309,5995100
2015-06-16,68.449997,69.169998,68.290001,69.010002,66.081642,5937400
2015-06-17,69.110001,69.410004,68.510002,68.750000,65.832680,7818300
2015-06-18,68.900002,69.839996,68.879997,69.500000,66.550842,7596800
2015-06-19,69.269997,69.330002,68.480003,68.690002,65.775223,8728800
2015-06-22,69.320000,69.440002,68.900002,69.089996,66.158234,5511700
2015-06-23,69.099998,69.589996,69.089996,69.419998,66.474258,3888700
2015-06-24,69.110001,69.400002,68.760002,68.860001,65.938019,4670600
2015-06-25,69.379997,69.379997,68.510002,68.620003,65.708176,4705100
2015-06-26,68.699997,69.209999,68.410004,68.750000,65.832680,7025600
2015-06-29,67.989998,68.489998,66.690002,66.720001,63.888805,9706700
2015-06-30,67.339996,67.480003,66.760002,67.150002,64.300575,6811000
2015-07-01,67.940002,68.300003,67.529999,67.849998,64.970863,6260800
2015-07-02,68.150002,68.320000,67.620003,68.239998,65.344322,5053000
2015-07-06,67.550003,68.120003,67.360001,68.120003,65.229408,5270600
2015-07-07,68.110001,68.199997,66.529999,67.769997,64.894249,6500700
2015-07-08,67.010002,67.320000,66.650002,66.730003,63.898407,5973500
2015-07-09,67.650002,67.940002,67.019997,67.050003,64.204819,4837800
2015-07-10,67.980003,68.540001,67.910004,68.419998,65.516663,5110200
2015-07-13,69.050003,69.599998,68.830002,69.519997,66.569984,6832300
2015-07-14,69.970001,70.300003,69.470001,70.099998,67.125374,5635400
2015-07-15,70.129997,70.279999,69.690002,70.019997,67.048767,4506200
2015-07-16,70.430000,70.589996,69.970001,70.570000,67.575432,6512500
2015-07-17,70.400002,70.959999,70.279999,70.879997,67.872238,6287600
2015-07-20,71.290001,73.000000,71.230003,72.699997,69.615044,10198500
2015-07-21,72.839996,72.879997,71.760002,72.019997,68.963905,10919600
2015-07-22,71.940002,72.150002,71.620003,71.970001,68.916061,6303200
2015-07-23,72.199997,72.250000,71.199997,71.750000,68.705345,10755700
2015-07-24,76.779999,76.919998,74.400002,74.800003,71.625961,21196100
2015-07-27,74.279999,74.709999,73.580002,73.860001,70.725807,10293800
2015-07-28,74.300003,75.180000,73.849998,74.739998,71.568489,10054300
2015-07-29,74.949997,76.430000,74.669998,76.010002,72.784622,13746900
2015-07-30,75.889999,76.760002,75.239998,76.379997,73.138901,6507000
2015-07-31,76.449997,76.510002,75.320000,75.339996,72.143036,8526300
2015-08-03,75.589996,76.040001,75.010002,75.769997,72.554779,5810800
2015-08-04,75.529999,76.080002,75.029999,75.269997,72.075996,6957900
2015-08-05,76.050003,76.169998,74.919998,74.980003,71.798294,6976400
2015-08-06,75.300003,75.419998,73.550003,73.580002,70.457726,7767800
2015-08-07,73.680000,74.309998,73.320000,74.209999,71.060959,6484600
2015-08-10,74.889999,75.180000,73.849998,74.379997,71.223755,6183500
2015-08-11,73.809998,74.269997,73.220001,73.360001,70.247040,6476000
2015-08-12,72.870003,73.830002,72.389999,73.540001,70.534790,7625100
2015-08-13,73.430000,74.430000,73.379997,73.930000,70.908852,5992000
2015-08-14,73.849998,74.400002,73.449997,74.220001,71.187004,3861500
2015-08-17,74.000000,74.440002,73.500000,74.410004,71.369247,3473500
2015-08-18,74.260002,74.730003,74.010002,74.470001,71.426781,6325500
2015-08-19,74.199997,74.959999,73.669998,74.400002,71.359650,5886900
2015-08-20,73.559998,74.529999,72.809998,73.949997,70.928024,12082300
2015-08-21,72.500000,73.620003,70.959999,71.190002,68.280807,15752200
2015-08-24,64.160004,69.360001,60.000000,68.360001,65.566475,20950600
2015-08-25,71.690002,71.800003,66.599998,66.970001,64.233276,14485000
2015-08-26,69.370003,70.989998,67.900002,70.690002,67.801247,12220000
2015-08-27,71.940002,72.489998,70.800003,72.400002,69.441376,9122200
2015-08-28,72.099998,72.669998,71.599998,72.459999,69.498917,6411400
2015-08-31,71.910004,72.080002,70.820000,71.300003,68.386330,8313300
2015-09-01,69.410004,70.389999,68.500000,68.959999,66.141953,11491500
2015-09-02,69.940002,69.949997,68.699997,69.620003,66.774979,9218000
2015-09-03,70.449997,71.080002,69.989998,70.400002,67.523125,9035200
2015-09-04,69.290001,69.910004,68.639999,69.160004,66.333778,9469400
2015-09-08,70.750000,71.010002,69.550003,70.529999,67.647789,7984900
2015-09-09,70.750000,71.379997,69.430000,69.599998,66.755806,9022200
2015-09-10,69.500000,70.650002,69.459999,70.230003,67.360077,7244200
2015-09-11,69.860001,70.809998,69.459999,70.760002,67.868378,6452100
2015-09-14,70.720001,70.800003,69.610001,70.010002,67.149040,7059300
2015-09-15,70.480003,70.750000,69.510002,70.510002,67.628632,6962600
2015-09-16,70.449997,71.110001,70.050003,70.989998,68.088989,8207600
2015-09-17,71.300003,72.320000,70.500000,70.959999,68.060226,7663300
2015-09-18,69.820000,70.809998,69.709999,69.790001,66.938049,14508100
2015-09-21,70.620003,71.320000,70.220001,70.779999,67.887581,12756500
2015-09-22,70.000000,70.389999,69.309998,70.250000,67.379234,11394000
2015-09-23,70.160004,71.150002,69.900002,70.949997,68.050629,10655800
2015-09-24,70.349998,70.629997,69.639999,70.239998,67.369644,8406700
2015-09-25,71.190002,71.459999,70.209999,70.690002,67.801247,7756600
2015-09-28,70.190002,70.279999,67.029999,67.199997,64.453873,15261200
2015-09-29,67.519997,68.699997,67.199997,68.529999,65.729530,11326700
2015-09-30,69.320000,69.660004,68.260002,69.660004,66.813354,9309200
2015-10-01,70.089996,70.769997,68.980003,69.989998,67.129860,8679900
2015-10-02,68.800003,70.730003,68.360001,70.669998,67.782082,7460400
2015-10-05,71.059998,72.339996,70.919998,72.230003,69.278336,7286800
2015-10-06,72.220001,72.540001,71.830002,72.080002,69.134453,5782500
2015-10-07,72.680000,73.230003,72.449997,73.220001,70.227882,6208900
2015-10-08,73.000000,73.930000,72.830002,73.900002,70.880081,5713100
2015-10-09,74.040001,74.089996,73.400002,73.980003,70.956810,5947800
2015-10-12,73.739998,75.430000,73.669998,74.989998,71.925529,5586300
2015-10-13,74.459999,75.250000,74.150002,75.000000,71.935120,7439400
2015-10-14,74.839996,75.260002,73.720001,74.199997,71.167824,7568300
2015-10-15,74.959999,75.410004,74.580002,75.339996,72.261223,6856200
2015-10-16,75.330002,76.540001,74.790001,76.000000,72.894264,9117400
2015-10-19,75.930000,77.330002,75.930000,76.989998,73.843796,9952600
2015-10-20,76.639999,76.889999,75.930000,76.279999,73.162811,8148800
2015-10-21,76.940002,76.940002,75.309998,75.459999,72.376335,7277900
2015-10-22,75.889999,76.849998,75.639999,76.419998,73.297073,9093400
2015-10-23,77.459999,77.629997,74.949997,77.070000,73.920540,11971300
2015-10-26,78.080002,78.309998,77.089996,78.180000,74.985191,8019400
2015-10-27,78.029999,78.180000,77.059998,77.519997,74.352150,9527400
2015-10-28,77.820000,78.889999,77.440002,78.870003,75.646996,10850200
2015-10-29,78.589996,78.709999,77.930000,78.510002,75.301674,7648600
2015-10-30,78.720001,78.809998,77.559998,77.580002,74.409706,11186500
2015-11-02,75.190002,76.209999,74.529999,75.220001,72.146141,29966000
2015-11-03,75.129997,78.580002,74.809998,77.900002,74.716644,18899900
2015-11-04,78.370003,78.830002,77.900002,78.349998,75.148216,8640800
2015-11-05,78.419998,79.709999,78.419998,79.260002,76.021057,9392600
2015-11-06,79.570000,79.570000,78.320000,78.750000,75.531891,8221600
2015-11-09,78.400002,78.400002,77.290001,78.040001,74.850891,10157300
2015-11-10,77.650002,79.529999,77.610001,79.480003,76.369057,8440300
2015-11-11,79.849998,80.250000,79.169998,79.180000,76.080803,8024400
2015-11-12,78.860001,79.150002,78.139999,78.309998,75.244850,8939800
2015-11-13,78.019997,78.970001,77.769997,78.110001,75.052681,9913200
2015-11-16,77.790001,78.910004,77.580002,78.900002,75.811768,7805000
2015-11-17,78.940002,79.279999,78.470001,78.830002,75.744492,6942600
2015-11-18,78.959999,80.500000,78.739998,80.459999,77.310699,7212400
2015-11-19,80.599998,81.010002,79.849998,80.150002,77.012833,6082200
2015-11-20,80.589996,81.000000,79.980003,80.190002,77.051277,6764300
2015-11-23,80.589996,80.779999,79.559998,80.110001,76.974388,5910600
2015-11-24,79.230003,80.199997,79.209999,79.790001,76.666939,6040800
2015-11-25,79.779999,80.089996,79.559998,79.559998,76.445923,4268700
2015-11-27,79.639999,80.150002,79.610001,79.839996,76.714958,3139500
2015-11-30,80.059998,80.129997,78.959999,79.010002,75.917465,8874600
2015-12-01,79.529999,79.930000,78.769997,79.910004,76.782249,6702100
2015-12-02,79.830002,80.150002,78.970001,79.040001,75.946281,7310000
2015-12-03,79.360001,79.769997,78.080002,78.290001,75.225647,8689600
2015-12-04,78.580002,80.400002,78.449997,80.400002,77.253036,9944600
2015-12-07,80.129997,80.489998,79.070000,79.550003,76.436310,15262400
2015-12-08,78.980003,79.669998,78.360001,79.070000,75.975113,11344000
2015-12-09,78.830002,79.750000,77.400002,77.879997,74.831665,15361500
2015-12-10,77.910004,79.110001,77.629997,78.120003,75.062286,8717100
2015-12-11,77.139999,77.139999,75.519997,76.110001,73.130966,15625800
2015-12-14,76.199997,77.330002,75.580002,76.870003,73.861221,10361000
2015-12-15,78.370003,79.449997,78.209999,78.620003,75.542725,11355300
2015-12-16,79.449997,79.980003,78.150002,79.860001,76.734169,10497500
2015-12-17,79.980003,80.279999,78.629997,78.690002,75.609985,7555300
2015-12-18,78.040001,78.190002,76.279999,76.320000,73.332748,16271200
2015-12-21,76.900002,77.360001,76.400002,77.169998,74.149452,8442100
2015-12-22,77.430000,77.489998,76.660004,77.379997,74.351242,5699100
2015-12-23,78.080002,78.660004,77.559998,78.559998,75.485062,6335900
2015-12-24,78.349998,78.709999,78.180000,78.260002,75.196823,2188800
2015-12-28,78.040001,78.650002,77.820000,78.529999,75.456245,3680900
2015-12-29,79.000000,79.389999,78.900002,79.209999,76.109627,4627100
2015-12-30,79.070000,79.190002,78.260002,78.349998,75.283264,4230400
2015-12-31,78.239998,78.800003,77.550003,77.550003,74.514603,6538300
2016-01-04,76.059998,76.379997,75.010002,75.699997,72.737022,13476800
2016-01-05,76.250000,76.510002,75.540001,76.269997,73.284706,8972700
2016-01-06,75.000000,75.849998,74.849998,75.269997,72.323837,16092000
2016-01-07,73.760002,75.089996,73.349998,73.790001,70.901779,12470800
2016-01-08,74.059998,74.510002,72.750000,72.879997,70.027397,9977600
2016-01-11,73.110001,74.080002,72.660004,73.919998,71.026672,13069500
2016-01-12,74.519997,75.000000,74.019997,74.760002,71.833824,10236900
2016-01-13,75.269997,75.389999,72.989998,73.099998,70.238785,12659600
2016-01-14,73.150002,74.519997,72.660004,73.800003,70.911369,10426200
2016-01-15,71.940002,72.949997,70.660004,71.830002,69.018509,18470500
2016-01-19,72.940002,73.019997,70.660004,71.389999,68.595711,16009600
2016-01-20,69.959999,71.410004,69.040001,70.680000,67.913506,16586000
2016-01-21,70.720001,72.330002,70.099998,71.559998,68.759064,11931200
2016-01-22,72.669998,73.180000,72.129997,72.699997,69.854439,8652600
2016-01-25,72.760002,72.910004,71.580002,71.739998,68.931999,9126200
2016-01-26,72.180000,72.269997,71.550003,71.879997,69.066536,7500200
2016-01-27,71.980003,72.480003,70.580002,70.910004,68.134514,9020500
2016-01-28,71.419998,71.849998,69.330002,69.330002,66.616341,15295600
2016-01-29,70.430000,74.500000,68.760002,74.489998,71.574379,40427800
2016-02-01,74.080002,74.779999,73.250000,74.379997,71.468681,12623500
2016-02-02,73.500000,74.209999,73.129997,73.400002,70.527039,9572700
2016-02-03,73.760002,74.629997,72.430000,74.379997,71.468681,9941900
2016-02-04,74.099998,74.629997,72.760002,73.680000,70.796082,14735700
2016-02-05,73.559998,73.610001,70.550003,71.540001,68.739822,12939400
2016-02-08,69.949997,70.040001,66.300003,67.769997,65.117409,30542600
2016-02-09,66.389999,69.480003,66.120003,68.330002,65.655472,14882800
2016-02-10,69.139999,71.029999,69.070000,70.150002,67.404243,11369500
2016-02-11,67.790001,69.070000,67.430000,68.470001,65.790001,13962100
2016-02-12,69.440002,70.470001,69.120003,70.419998,67.663689,8710200
2016-02-16,71.410004,71.750000,70.400002,71.099998,68.317085,8780700
2016-02-17,71.730003,72.120003,71.300003,72.029999,69.347206,8494100
2016-02-18,71.889999,72.250000,71.019997,71.239998,68.586624,6938100
2016-02-19,71.029999,71.720001,70.300003,71.529999,68.865807,7750900
2016-02-22,72.279999,73.190002,72.099998,73.059998,70.338844,7481500
2016-02-23,72.949997,73.120003,71.989998,72.150002,69.462753,6177000
2016-02-24,71.250000,72.190002,70.379997,71.849998,69.173897,7728600
2016-02-25,71.959999,73.339996,71.940002,73.269997,70.541031,6840900
2016-02-26,73.739998,73.910004,72.690002,72.730003,70.021126,6714100
2016-02-29,72.860001,73.900002,72.389999,72.389999,69.693802,7786100
2016-03-01,72.989998,74.639999,72.900002,74.639999,71.860001,8705300
2016-03-02,74.500000,74.599998,73.660004,74.300003,71.532669,5739100
2016-03-03,74.480003,74.500000,73.360001,73.910004,71.157173,6588300
2016-03-04,74.220001,74.250000,73.610001,73.900002,71.147552,9475300
2016-03-07,73.389999,73.449997,71.349998,71.940002,69.260567,16671900
2016-03-08,71.500000,71.519997,70.510002,70.620003,67.989738,12394400
2016-03-09,71.000000,71.080002,69.900002,70.680000,68.047501,9291600
2016-03-10,71.139999,71.400002,69.580002,70.220001,67.604614,10135100
2016-03-11,71.150002,72.010002,70.680000,71.629997,68.962112,9466400
2016-03-14,71.599998,71.720001,70.949997,71.489998,68.827316,7916500
2016-03-15,71.180000,71.910004,70.660004,71.910004,69.231689,6442800
2016-03-16,71.680000,72.830002,71.510002,72.370003,69.674561,7561800
2016-03-17,72.279999,73.669998,72.169998,73.139999,70.415855,7411700
2016-03-18,73.500000,74.099998,73.129997,73.779999,71.032021,15026200
2016-03-21,73.580002,73.940002,73.150002,73.769997,71.022392,7397400
2016-03-22,73.239998,73.650002,72.930000,72.959999,70.242554,6796800
2016-03-23,72.949997,74.169998,72.769997,73.910004,71.157173,7287100
2016-03-24,73.650002,74.160004,73.410004,74.139999,71.378624,6303900
2016-03-28,74.139999,74.269997,73.720001,74.080002,71.320854,7283300
2016-03-29,74.019997,75.589996,73.919998,75.379997,72.572426,10541500
2016-03-30,75.900002,77.000000,75.839996,76.779999,73.920296,9691900
2016-03-31,76.620003,76.919998,75.949997,76.480003,73.631485,7490800
2016-04-01,76.250000,78.250000,75.800003,77.589996,74.700119,10183400
2016-04-04,77.970001,78.309998,77.529999,77.830002,74.931175,6905800
2016-04-05,77.139999,77.470001,76.580002,76.970001,74.103210,6012000
2016-04-06,77.080002,78.279999,77.000000,78.209999,75.297020,6220400
2016-04-07,77.709999,77.980003,77.190002,77.580002,74.690498,7542100
2016-04-08,78.080002,78.620003,77.809998,78.029999,75.123749,5327500
2016-04-11,78.360001,78.779999,77.769997,77.820000,74.921562,5957200
2016-04-12,77.720001,78.550003,77.650002,78.519997,75.595482,5962900
2016-04-13,79.029999,79.930000,78.910004,79.709999,76.741165,9187300
2016-04-14,79.760002,80.669998,79.309998,80.330002,77.338081,11470300
2016-04-15,80.250000,80.690002,79.900002,80.080002,77.097382,7186700
2016-04-18,80.199997,81.550003,79.830002,81.449997,78.416367,7761200
2016-04-19,81.500000,81.730003,80.370003,80.750000,77.742432,8324700
2016-04-20,80.879997,81.639999,80.550003,81.150002,78.127533,8521300
2016-04-21,81.500000,81.669998,80.680000,80.790001,77.780945,9536900
2016-04-22,78.000000,79.360001,77.279999,79.110001,76.163528,18216000
2016-04-25,78.690002,78.839996,77.820000,78.139999,75.229660,11184600
2016-04-26,78.449997,78.699997,78.110001,78.529999,75.605118,6071800
2016-04-27,78.410004,79.000000,78.169998,78.760002,75.826553,6319400
2016-04-28,78.349998,79.269997,77.599998,77.680000,74.786774,8322600
2016-04-29,77.519997,78.010002,76.860001,77.239998,74.363144,8092700
2016-05-02,77.809998,78.470001,77.160004,78.459999,75.537720,7636800
2016-05-03,77.430000,78.360001,76.930000,77.190002,74.315033,7666300
2016-05-04,76.559998,77.379997,76.349998,77.070000,74.199493,8854000
2016-05-05,77.139999,77.699997,77.010002,77.360001,74.478691,6002300
2016-05-06,77.230003,77.800003,76.779999,77.720001,74.825294,6172600
2016-05-09,77.690002,78.360001,77.580002,78.220001,75.306648,9242300
2016-05-10,78.419998,79.330002,78.410004,79.199997,76.250153,6802600
2016-05-11,79.139999,79.330002,77.290001,77.300003,74.552704,8432500
2016-05-12,77.800003,78.190002,77.070000,77.889999,75.121742,7512800
2016-05-13,77.709999,78.279999,76.830002,76.830002,74.099411,7562700
2016-05-16,77.019997,78.059998,76.959999,77.800003,75.034943,8597900
2016-05-17,77.570000,77.919998,76.519997,76.790001,74.060837,7169900
2016-05-18,76.709999,77.879997,76.400002,77.430000,74.678078,6288500
2016-05-19,76.870003,77.250000,76.220001,76.879997,74.147644,5552200
2016-05-20,77.339996,78.040001,77.180000,77.669998,74.909546,6302100
2016-05-23,77.760002,77.989998,77.139999,77.209999,74.465904,5934300
2016-05-24,77.660004,79.500000,77.660004,79.379997,76.558792,7582300
2016-05-25,79.500000,79.669998,78.949997,79.059998,76.250160,5846700
2016-05-26,79.400002,79.400002,78.870003,79.000000,76.192284,4284000
2016-05-27,78.839996,79.660004,78.839996,79.660004,76.828827,4374600
2016-05-31,79.860001,79.870003,78.760002,78.940002,76.134422,8639600
2016-06-01,78.690002,79.320000,78.570000,79.220001,76.404488,4507000
2016-06-02,79.269997,79.949997,78.930000,79.949997,77.108536,5627500
2016-06-03,79.550003,80.199997,79.160004,79.940002,77.098869,7628000
2016-06-06,80.290001,80.900002,80.169998,80.540001,77.677551,7620100
2016-06-07,80.699997,81.000000,80.540001,80.599998,77.735413,5515700
2016-06-08,80.599998,81.709999,80.470001,81.650002,78.748116,8860900
2016-06-09,81.230003,81.540001,80.980003,81.260002,78.371964,6670900
2016-06-10,80.750000,80.750000,79.839996,80.180000,77.330353,7859900
2016-06-13,79.000000,80.180000,78.379997,78.400002,75.613609,10424600
2016-06-14,78.120003,78.750000,77.959999,78.570000,75.777580,7891700
2016-06-15,78.570000,78.839996,78.050003,78.169998,75.391800,7424000
2016-06-16,77.889999,78.519997,77.139999,78.349998,75.565384,9650800
2016-06-17,78.320000,78.330002,76.830002,76.989998,74.253723,14602200
2016-06-20,78.300003,78.379997,77.320000,77.339996,74.591286,9957500
2016-06-21,77.809998,78.010002,77.150002,77.330002,74.581657,9201000
2016-06-22,77.580002,77.760002,76.529999,76.529999,73.810066,9626700
2016-06-23,77.760002,78.239998,76.870003,78.230003,75.449669,13566200
2016-06-24,74.800003,76.040001,74.449997,75.050003,72.382690,18375000
2016-06-27,74.180000,74.580002,73.250000,73.339996,70.733437,16318400
2016-06-28,75.040001,75.500000,74.489998,75.160004,72.488770,14815200
2016-06-29,75.980003,76.760002,75.709999,76.739998,74.012604,12178100
2016-06-30,76.989998,77.139999,73.800003,74.169998,71.533966,24877300
2016-07-01,74.500000,75.940002,74.099998,74.480003,71.832939,13821400
2016-07-05,74.250000,74.970001,73.830002,74.669998,72.016159,11081000
2016-07-06,74.120003,74.750000,73.830002,74.059998,71.427864,11263800
2016-07-07,74.320000,75.290001,74.269997,74.510002,71.861870,8806700
2016-07-08,75.300003,76.550003,74.790001,76.419998,73.703979,10975000
2016-07-11,76.809998,77.190002,76.389999,76.519997,73.800423,8185900
2016-07-12,76.680000,77.570000,76.550003,77.480003,74.726326,10245500
2016-07-13,77.680000,77.779999,77.199997,77.459999,74.707024,6559200
2016-07-14,78.059998,78.540001,77.690002,78.139999,75.362862,6607400
2016-07-15,78.650002,78.750000,78.050003,78.300003,75.517174,8153400
2016-07-18,78.349998,78.699997,78.230003,78.309998,75.526794,4864200
2016-07-19,77.750000,78.889999,77.629997,78.720001,75.922234,9395500
2016-07-20,78.750000,79.750000,78.750000,79.360001,76.539520,7922100
2016-07-21,79.440002,79.730003,78.400002,78.790001,75.989769,9018000
2016-07-22,79.980003,80.080002,78.330002,79.910004,77.069962,12532400
2016-07-25,80.169998,80.169998,78.730003,78.940002,76.134422,7979900
2016-07-26,78.980003,79.059998,77.940002,78.489998,75.700424,9673200
2016-07-27,78.459999,78.790001,77.529999,78.529999,75.738991,10194400
2016-07-28,78.690002,80.000000,78.550003,79.190002,76.375549,8709700
2016-07-29,79.239998,79.349998,78.000000,78.050003,75.276062,7777700
2016-08-01,78.309998,78.529999,77.730003,78.260002,75.478592,8908800
2016-08-02,78.070000,78.470001,77.750000,78.279999,75.497887,7910000
2016-08-03,78.279999,78.709999,78.209999,78.709999,75.912582,7272700
2016-08-04,78.830002,79.650002,78.750000,79.480003,76.655228,5954400
2016-08-05,79.730003,80.239998,79.660004,80.139999,77.291779,6662500
2016-08-08,80.230003,80.339996,79.800003,79.949997,77.108536,5119700
2016-08-09,79.959999,80.480003,79.949997,80.059998,77.214607,4455700
